indicator_name,label,module,data_variable,variable_type,numerator_rule,denominator_rule,missing_rule,domain_variable,domain_value,dimensions,statistic_type,target_category,ci_method,ci_methods_by_dimension,department_categories,source_spss,sql_definition,source_reference_file,source_reference_sha256,source_dictionary_pdf,status
VP_VF_HOGAR,VP_VF_HOGAR,3.2 Violencia en el hogar,VP_VF_HOGAR,binary_materialized,VP_VF_HOGAR == 1,casos válidos del diseño muestral,SYSMIS/NULL tratado literalmente por la sintaxis SPSS; R usa na.rm dentro del dominio,,,DEPARTAMENTO2;DISCAPACIDAD;etnicidad1;idiomaHogar;Nacional;SEXO;tipo_hogar1;AREA;AREA_SEXO,prevalence,1,wald,Departamento=>wald||Discapacidad=>wald||Etnicidad=>wald||Lengua materna=>wald||Nacional=>wald||Sexo=>wald||Tipo de hogar=>wald||Área=>wald||Área y sexo=>wald,Amazonas;Apurímac;Arequipa;Ayacucho;Cajamarca;Callao;Cusco;Huancavelica;Huánuco;Ica;Junín;La Libertad;Lambayeque;Lima Metropolitana;Loreto;Madre de Dios;Moquegua;Pasco;Piura;Puno;Región Lima;San Martín;Tacna;Tumbes;Ucayali;Áncash,03/08/08b_CRS03_CRS04_3.2*.sps,02SQL/stage3_08*.sql; bloque exacto registrado en stage3_spss_block_lineage.csv,spss_reference_results.csv,667f82c959c4a59e30e40e1f94ecc7108ed38790f9234b75c4fda83bd6a25fc0,No usado como autoridad de cálculo; validar metadata Stage 02 si se exige trazabilidad PDF,implemented_and_required_by_spss_reference
VP_VF_VS_E,VP_VF_VS_E,3.4 Violencia sexual,VP_VF_VS_E,binary_materialized,VP_VF_VS_E == 1,casos válidos del diseño muestral,SYSMIS/NULL tratado literalmente por la sintaxis SPSS; R usa na.rm dentro del dominio,,,DEPARTAMENTO2;DISCAPACIDAD;etnicidad1;idiomaHogar;Nacional;SEXO;tipo_hogar1;AREA;AREA_SEXO,prevalence,1,wald,Departamento=>wald||Discapacidad=>wald||Etnicidad=>wald||Lengua materna=>wald||Nacional=>logit||Sexo=>wald||Tipo de hogar=>wald||Área=>wald||Área y sexo=>wald,Amazonas;Apurímac;Arequipa;Ayacucho;Cajamarca;Callao;Cusco;Huancavelica;Huánuco;Ica;Junín;La Libertad;Lambayeque;Lima Metropolitana;Loreto;Madre de Dios;Moquegua;Pasco;Piura;Puno;Región Lima;San Martín;Tacna;Tumbes;Ucayali;Áncash,10/10b_CRS04_3.4*.sps,02SQL/stage3_08*.sql; bloque exacto registrado en stage3_spss_block_lineage.csv,spss_reference_results.csv,667f82c959c4a59e30e40e1f94ecc7108ed38790f9234b75c4fda83bd6a25fc0,No usado como autoridad de cálculo; validar metadata Stage 02 si se exige trazabilidad PDF,implemented_and_required_by_spss_reference
VP_VF_VS_HOGAR,VP_VF_VS_HOGAR,3.4 Violencia sexual,VP_VF_VS_HOGAR,binary_materialized,VP_VF_VS_HOGAR == 1,casos válidos del diseño muestral,SYSMIS/NULL tratado literalmente por la sintaxis SPSS; R usa na.rm dentro del dominio,,,DEPARTAMENTO2;DISCAPACIDAD;etnicidad1;idiomaHogar;Nacional;SEXO;tipo_hogar1;AREA;AREA_SEXO,prevalence,1,wald,Departamento=>wald||Discapacidad=>wald||Etnicidad=>wald||Lengua materna=>wald||Nacional=>wald||Sexo=>wald||Tipo de hogar=>wald||Área=>wald||Área y sexo=>wald,Amazonas;Apurímac;Arequipa;Ayacucho;Cajamarca;Callao;Cusco;Huancavelica;Huánuco;Ica;Junín;La Libertad;Lambayeque;Lima Metropolitana;Loreto;Madre de Dios;Moquegua;Pasco;Piura;Puno;Región Lima;San Martín;Tacna;Tumbes;Ucayali;Áncash,10/10b_CRS04_3.4*.sps,02SQL/stage3_08*.sql; bloque exacto registrado en stage3_spss_block_lineage.csv,spss_reference_results.csv,667f82c959c4a59e30e40e1f94ecc7108ed38790f9234b75c4fda83bd6a25fc0,No usado como autoridad de cálculo; validar metadata Stage 02 si se exige trazabilidad PDF,implemented_and_required_by_spss_reference
VP_o_VF_E,VP_o_VF_E,3.1 Características y percepciones,VP_o_VF_E,binary_materialized,VP_o_VF_E == 1,casos válidos del diseño muestral,SYSMIS/NULL tratado literalmente por la sintaxis SPSS; R usa na.rm dentro del dominio,,,DEPARTAMENTO2;DISCAPACIDAD;etnicidad1;idiomaHogar;Nacional;SEXO;tipo_hogar1;AREA;AREA_SEXO,prevalence,1,wald,Departamento=>wald||Discapacidad=>wald||Etnicidad=>wald||Lengua materna=>wald||Nacional=>logit||Sexo=>wald||Tipo de hogar=>wald||Área=>wald||Área y sexo=>wald,Amazonas;Apurímac;Arequipa;Ayacucho;Cajamarca;Callao;Cusco;Huancavelica;Huánuco;Ica;Junín;La Libertad;Lambayeque;Lima Metropolitana;Loreto;Madre de Dios;Moquegua;Pasco;Piura;Puno;Región Lima;San Martín;Tacna;Tumbes;Ucayali;Áncash,07_CRS04_3.1_Caracteristicas_violencia_Percepciones_ver6.sps,02SQL/stage3_08*.sql; bloque exacto registrado en stage3_spss_block_lineage.csv,spss_reference_results.csv,667f82c959c4a59e30e40e1f94ecc7108ed38790f9234b75c4fda83bd6a25fc0,No usado como autoridad de cálculo; validar metadata Stage 02 si se exige trazabilidad PDF,implemented_and_required_by_spss_reference
VP_o_VF_EJERCIDA,VP_o_VF_EJERCIDA,3.1 Características y percepciones,VP_o_VF_EJERCIDA,binary_materialized,VP_o_VF_EJERCIDA == 1,casos válidos del diseño muestral,SYSMIS/NULL tratado literalmente por la sintaxis SPSS; R usa na.rm dentro del dominio,,,DEPARTAMENTO2;DISCAPACIDAD;etnicidad1;idiomaHogar;Nacional;SEXO;tipo_hogar1;AREA;AREA_SEXO,prevalence,1,wald,Departamento=>wald||Discapacidad=>wald||Etnicidad=>wald||Lengua materna=>wald||Nacional=>logit||Sexo=>wald||Tipo de hogar=>wald||Área=>wald||Área y sexo=>wald,Amazonas;Apurímac;Arequipa;Ayacucho;Cajamarca;Callao;Cusco;Huancavelica;Huánuco;Ica;Junín;La Libertad;Lambayeque;Lima Metropolitana;Loreto;Madre de Dios;Moquegua;Pasco;Piura;Puno;Región Lima;San Martín;Tacna;Tumbes;Ucayali;Áncash,07_CRS04_3.1_Caracteristicas_violencia_Percepciones_ver6.sps,02SQL/stage3_08*.sql; bloque exacto registrado en stage3_spss_block_lineage.csv,spss_reference_results.csv,667f82c959c4a59e30e40e1f94ecc7108ed38790f9234b75c4fda83bd6a25fc0,No usado como autoridad de cálculo; validar metadata Stage 02 si se exige trazabilidad PDF,implemented_and_required_by_spss_reference
VP_o_VF_ESCUELA,VP_o_VF_ESCUELA,3.3 Violencia en la escuela,VP_o_VF_ESCUELA,binary_materialized,VP_o_VF_ESCUELA == 1,VP_o_VF_ESCUELA == 1,SYSMIS/NULL tratado literalmente por la sintaxis SPSS; R usa na.rm dentro del dominio,VP_o_VF_ESCUELA,1,Nacional,prevalence,1,wald,Nacional=>wald,,05/09/09b/09c_CRS03_CRS04_3.3*.sps,02SQL/stage3_08*.sql; bloque exacto registrado en stage3_spss_block_lineage.csv,spss_reference_results.csv,667f82c959c4a59e30e40e1f94ecc7108ed38790f9234b75c4fda83bd6a25fc0,No usado como autoridad de cálculo; validar metadata Stage 02 si se exige trazabilidad PDF,implemented_and_required_by_spss_reference
VP_o_VF_HOGAR__VP_o_VF_HOGAR,VP_o_VF_HOGAR__VP_o_VF_HOGAR,3.2 Violencia en el hogar,VP_o_VF_HOGAR,binary_materialized,VP_o_VF_HOGAR == 1,casos válidos del diseño muestral,SYSMIS/NULL tratado literalmente por la sintaxis SPSS; R usa na.rm dentro del dominio,,,DEPARTAMENTO2;DISCAPACIDAD;etnicidad1;idiomaHogar;Nacional;SEXO;tipo_hogar1;AREA;AREA_SEXO,prevalence,1,wald,Departamento=>wald||Discapacidad=>wald||Etnicidad=>wald||Lengua materna=>wald||Nacional=>wald||Sexo=>wald||Tipo de hogar=>wald||Área=>wald||Área y sexo=>wald,Amazonas;Apurímac;Arequipa;Ayacucho;Cajamarca;Callao;Cusco;Huancavelica;Huánuco;Ica;Junín;La Libertad;Lambayeque;Lima Metropolitana;Loreto;Madre de Dios;Moquegua;Pasco;Piura;Puno;Región Lima;San Martín;Tacna;Tumbes;Ucayali;Áncash,03/08/08b_CRS03_CRS04_3.2*.sps,02SQL/stage3_08*.sql; bloque exacto registrado en stage3_spss_block_lineage.csv,spss_reference_results.csv,667f82c959c4a59e30e40e1f94ecc7108ed38790f9234b75c4fda83bd6a25fc0,No usado como autoridad de cálculo; validar metadata Stage 02 si se exige trazabilidad PDF,implemented_and_required_by_spss_reference
VP_o_VF_o_VS_HOGAR,VP_o_VF_o_VS_HOGAR,3.4 Violencia sexual,VP_o_VF_o_VS_HOGAR,binary_materialized,VP_o_VF_o_VS_HOGAR == 1,casos válidos del diseño muestral,SYSMIS/NULL tratado literalmente por la sintaxis SPSS; R usa na.rm dentro del dominio,,,DEPARTAMENTO2;DISCAPACIDAD;etnicidad1;idiomaHogar;Nacional;SEXO;tipo_hogar1;AREA;AREA_SEXO,prevalence,1,wald,Departamento=>wald||Discapacidad=>wald||Etnicidad=>wald||Lengua materna=>wald||Nacional=>logit||Sexo=>logit||Tipo de hogar=>wald||Área=>wald||Área y sexo=>wald,Amazonas;Apurímac;Arequipa;Ayacucho;Cajamarca;Callao;Cusco;Huancavelica;Huánuco;Ica;Junín;La Libertad;Lambayeque;Lima Metropolitana;Loreto;Madre de Dios;Moquegua;Pasco;Piura;Puno;Región Lima;San Martín;Tacna;Tumbes;Ucayali;Áncash,10/10b_CRS04_3.4*.sps,02SQL/stage3_08*.sql; bloque exacto registrado en stage3_spss_block_lineage.csv,spss_reference_results.csv,667f82c959c4a59e30e40e1f94ecc7108ed38790f9234b75c4fda83bd6a25fc0,No usado como autoridad de cálculo; validar metadata Stage 02 si se exige trazabilidad PDF,implemented_and_required_by_spss_reference
VS_12M,VS_12M,3.4 Violencia sexual,VS_12M,binary_materialized,VS_12M == 1,casos válidos del diseño muestral,SYSMIS/NULL tratado literalmente por la sintaxis SPSS; R usa na.rm dentro del dominio,,,conducta_riesgo_inducido;conducta_riesgo_personal;mito_sitios_oscuros;mito_fuera_casa;mito_pobreza;mito_locas;DEPARTAMENTO2;Desemp_ExpulsionColegio;Desemp_RepitioGrado;DISCAPACIDAD;etnicidad1;discusion_hogar__violencia;justifica_castigo_docente;justifica_castigo_parental;idiomaHogar;Nacional;OPINION_TOMADA;SEXO;no_ir_colegio;tipo_hogar1;AREA;AREA_SEXO,prevalence,1,wald,Conductas de riesgo inducidas por adultos=>wald||Conductas de riesgo personales=>wald||Creencia: VS ocurre en sitios oscuros=>wald||Creencia: VS ocurre fuera de la casa=>wald||Creencia: VS solo afecta a NNA pobres=>wald||Creencia: VS solo la cometen personas locas=>wald||Departamento=>wald||Desempeño escolar: expulsión de colegio=>wald||Desempeño escolar: repitencia de año=>wald||Discapacidad=>wald||Etnicidad=>wald||Exposición a violencia entre cuidadores=>wald||Justificación del castigo físico docente=>wald||Justificación del castigo físico parental=>wald||Lengua materna=>wald||Nacional=>wald||Participación en decisiones del hogar=>wald||Sexo=>wald||Te piden o te han ordenado no ir al colegio para ayudar a tu mamá o papá u otra persona en la casa u otro lugar=>wald||Tipo de hogar=>wald||Área=>wald||Área y sexo=>wald,Amazonas;Apurímac;Arequipa;Ayacucho;Cajamarca;Callao;Cusco;Huancavelica;Huánuco;Ica;Junín;La Libertad;Lambayeque;Lima Metropolitana;Loreto;Madre de Dios;Moquegua;Pasco;Piura;Puno;Región Lima;San Martín;Tacna;Tumbes;Ucayali;Áncash,10/10b_CRS04_3.4*.sps,02SQL/stage3_08*.sql; bloque exacto registrado en stage3_spss_block_lineage.csv,spss_reference_results.csv,667f82c959c4a59e30e40e1f94ecc7108ed38790f9234b75c4fda83bd6a25fc0,No usado como autoridad de cálculo; validar metadata Stage 02 si se exige trazabilidad PDF,implemented_and_required_by_spss_reference
VS_E,VS_E,3.4 Violencia sexual,VS_E,binary_materialized,VS_E == 1,casos válidos del diseño muestral,SYSMIS/NULL tratado literalmente por la sintaxis SPSS; R usa na.rm dentro del dominio,,,DEPARTAMENTO2;DISCAPACIDAD;etnicidad1;idiomaHogar;Nacional;SEXO;tipo_hogar1;AREA;AREA_SEXO,prevalence,1,wald,Departamento=>wald||Discapacidad=>wald||Etnicidad=>wald||Lengua materna=>wald||Nacional=>wald||Sexo=>wald||Tipo de hogar=>wald||Área=>wald||Área y sexo=>wald,Amazonas;Apurímac;Arequipa;Ayacucho;Cajamarca;Callao;Cusco;Huancavelica;Huánuco;Ica;Junín;La Libertad;Lambayeque;Lima Metropolitana;Loreto;Madre de Dios;Moquegua;Pasco;Piura;Puno;Región Lima;San Martín;Tacna;Tumbes;Ucayali;Áncash,10/10b_CRS04_3.4*.sps,02SQL/stage3_08*.sql; bloque exacto registrado en stage3_spss_block_lineage.csv,spss_reference_results.csv,667f82c959c4a59e30e40e1f94ecc7108ed38790f9234b75c4fda83bd6a25fc0,No usado como autoridad de cálculo; validar metadata Stage 02 si se exige trazabilidad PDF,implemented_and_required_by_spss_reference
VS_E_1,VS_E_1,3.4 Violencia sexual,VS_E_1,binary_materialized,VS_E_1 == 1,casos válidos del diseño muestral,SYSMIS/NULL tratado literalmente por la sintaxis SPSS; R usa na.rm dentro del dominio,,,DEPARTAMENTO2;DISCAPACIDAD;etnicidad1;idiomaHogar;Nacional;SEXO;tipo_hogar1;AREA;AREA_SEXO,prevalence,1,wald,Departamento=>wald||Discapacidad=>wald||Etnicidad=>wald||Lengua materna=>wald||Nacional=>logit||Sexo=>wald||Tipo de hogar=>wald||Área=>wald||Área y sexo=>wald,Amazonas;Apurímac;Arequipa;Ayacucho;Cajamarca;Callao;Cusco;Huancavelica;Huánuco;Ica;Junín;La Libertad;Lambayeque;Lima Metropolitana;Loreto;Madre de Dios;Moquegua;Pasco;Piura;Puno;Región Lima;San Martín;Tacna;Tumbes;Ucayali;Áncash,10/10b_CRS04_3.4*.sps,02SQL/stage3_08*.sql; bloque exacto registrado en stage3_spss_block_lineage.csv,spss_reference_results.csv,667f82c959c4a59e30e40e1f94ecc7108ed38790f9234b75c4fda83bd6a25fc0,No usado como autoridad de cálculo; validar metadata Stage 02 si se exige trazabilidad PDF,implemented_and_required_by_spss_reference
VS_H,VS_H,3.4 Violencia sexual,VS_H,binary_materialized,VS_H == 1,casos válidos del diseño muestral,SYSMIS/NULL tratado literalmente por la sintaxis SPSS; R usa na.rm dentro del dominio,,,DEPARTAMENTO2;DISCAPACIDAD;etnicidad1;idiomaHogar;Nacional;SEXO;tipo_hogar1;AREA;AREA_SEXO,prevalence,1,wald,Departamento=>wald||Discapacidad=>wald||Etnicidad=>wald||Lengua materna=>wald||Nacional=>wald||Sexo=>wald||Tipo de hogar=>wald||Área=>wald||Área y sexo=>wald,Amazonas;Apurímac;Arequipa;Ayacucho;Cajamarca;Callao;Cusco;Huancavelica;Huánuco;Ica;Junín;La Libertad;Lambayeque;Lima Metropolitana;Loreto;Madre de Dios;Moquegua;Pasco;Piura;Puno;Región Lima;San Martín;Tacna;Tumbes;Ucayali;Áncash,10/10b_CRS04_3.4*.sps,02SQL/stage3_08*.sql; bloque exacto registrado en stage3_spss_block_lineage.csv,spss_reference_results.csv,667f82c959c4a59e30e40e1f94ecc7108ed38790f9234b75c4fda83bd6a25fc0,No usado como autoridad de cálculo; validar metadata Stage 02 si se exige trazabilidad PDF,implemented_and_required_by_spss_reference
VS_H_1,VS_H_1,3.4 Violencia sexual,VS_H_1,binary_materialized,VS_H_1 == 1,casos válidos del diseño muestral,SYSMIS/NULL tratado literalmente por la sintaxis SPSS; R usa na.rm dentro del dominio,,,DEPARTAMENTO2;DISCAPACIDAD;etnicidad1;idiomaHogar;Nacional;SEXO;tipo_hogar1;AREA;AREA_SEXO,prevalence,1,wald,Departamento=>wald||Discapacidad=>wald||Etnicidad=>wald||Lengua materna=>wald||Nacional=>wald||Sexo=>wald||Tipo de hogar=>wald||Área=>wald||Área y sexo=>wald,Amazonas;Apurímac;Arequipa;Ayacucho;Cajamarca;Callao;Cusco;Huancavelica;Huánuco;Ica;Junín;La Libertad;Lambayeque;Lima Metropolitana;Loreto;Madre de Dios;Moquegua;Pasco;Piura;Puno;Región Lima;San Martín;Tacna;Tumbes;Ucayali;Áncash,10/10b_CRS04_3.4*.sps,02SQL/stage3_08*.sql; bloque exacto registrado en stage3_spss_block_lineage.csv,spss_reference_results.csv,667f82c959c4a59e30e40e1f94ecc7108ed38790f9234b75c4fda83bd6a25fc0,No usado como autoridad de cálculo; validar metadata Stage 02 si se exige trazabilidad PDF,implemented_and_required_by_spss_reference
VS_OtraPersona_12M,VS_OtraPersona_12M,3.4 Violencia sexual,VS_OtraPersona_12M,binary_materialized,VS_OtraPersona_12M == 1,casos válidos del diseño muestral,SYSMIS/NULL tratado literalmente por la sintaxis SPSS; R usa na.rm dentro del dominio,,,DEPARTAMENTO2;DISCAPACIDAD;etnicidad1;idiomaHogar;Nacional;SEXO;tipo_hogar1;AREA;AREA_SEXO,prevalence,1,wald,Departamento=>wald||Discapacidad=>wald||Etnicidad=>wald||Lengua materna=>wald||Nacional=>wald||Sexo=>wald||Tipo de hogar=>wald||Área=>wald||Área y sexo=>wald,Amazonas;Apurímac;Arequipa;Ayacucho;Cajamarca;Callao;Cusco;Huancavelica;Huánuco;Ica;Junín;La Libertad;Lambayeque;Lima Metropolitana;Loreto;Madre de Dios;Moquegua;Pasco;Piura;Puno;San Martín;Tacna;Áncash,10/10b_CRS04_3.4*.sps,02SQL/stage3_08*.sql; bloque exacto registrado en stage3_spss_block_lineage.csv,spss_reference_results.csv,667f82c959c4a59e30e40e1f94ecc7108ed38790f9234b75c4fda83bd6a25fc0,No usado como autoridad de cálculo; validar metadata Stage 02 si se exige trazabilidad PDF,implemented_and_required_by_spss_reference
VS_OtraPersona_VIDA,VS_OtraPersona_VIDA,3.4 Violencia sexual,VS_OtraPersona_VIDA,binary_materialized,VS_OtraPersona_VIDA == 1,casos válidos del diseño muestral,SYSMIS/NULL tratado literalmente por la sintaxis SPSS; R usa na.rm dentro del dominio,,,DEPARTAMENTO2;DISCAPACIDAD;etnicidad1;idiomaHogar;Nacional;SEXO;tipo_hogar1;AREA;AREA_SEXO,prevalence,1,wald,Departamento=>wald||Discapacidad=>wald||Etnicidad=>wald||Lengua materna=>wald||Nacional=>wald||Sexo=>wald||Tipo de hogar=>wald||Área=>wald||Área y sexo=>wald,Amazonas;Apurímac;Arequipa;Ayacucho;Cajamarca;Callao;Cusco;Huancavelica;Huánuco;Ica;Junín;La Libertad;Lambayeque;Lima Metropolitana;Loreto;Madre de Dios;Moquegua;Pasco;Piura;Puno;San Martín;Tacna;Áncash,10/10b_CRS04_3.4*.sps,02SQL/stage3_08*.sql; bloque exacto registrado en stage3_spss_block_lineage.csv,spss_reference_results.csv,667f82c959c4a59e30e40e1f94ecc7108ed38790f9234b75c4fda83bd6a25fc0,No usado como autoridad de cálculo; validar metadata Stage 02 si se exige trazabilidad PDF,implemented_and_required_by_spss_reference
VS_VIDA,VS_VIDA,3.4 Violencia sexual,VS_VIDA,binary_materialized,VS_VIDA == 1,casos válidos del diseño muestral,SYSMIS/NULL tratado literalmente por la sintaxis SPSS; R usa na.rm dentro del dominio,,,DEPARTAMENTO2;DISCAPACIDAD;etnicidad1;idiomaHogar;Nacional;SEXO;tipo_hogar1;AREA;AREA_SEXO,prevalence,1,wald,Departamento=>wald||Discapacidad=>wald||Etnicidad=>wald||Lengua materna=>wald||Nacional=>wald||Sexo=>wald||Tipo de hogar=>wald||Área=>wald||Área y sexo=>wald,Amazonas;Apurímac;Arequipa;Ayacucho;Cajamarca;Callao;Cusco;Huancavelica;Huánuco;Ica;Junín;La Libertad;Lambayeque;Lima Metropolitana;Loreto;Madre de Dios;Moquegua;Pasco;Piura;Puno;Región Lima;San Martín;Tacna;Tumbes;Ucayali;Áncash,10/10b_CRS04_3.4*.sps,02SQL/stage3_08*.sql; bloque exacto registrado en stage3_spss_block_lineage.csv,spss_reference_results.csv,667f82c959c4a59e30e40e1f94ecc7108ed38790f9234b75c4fda83bd6a25fc0,No usado como autoridad de cálculo; validar metadata Stage 02 si se exige trazabilidad PDF,implemented_and_required_by_spss_reference
apoyo_institucional_escuela,apoyo_institucional_escuela,3.3 Violencia en la escuela,apoyo_institucional_escuela,binary_materialized,apoyo_institucional_escuela == 1,dom_victima_escuela == 1,SYSMIS/NULL tratado literalmente por la sintaxis SPSS; R usa na.rm dentro del dominio,dom_victima_escuela,1,Nacional,prevalence,1,logit,Nacional=>logit,,05/09/09b/09c_CRS03_CRS04_3.3*.sps,02SQL/stage3_08*.sql; bloque exacto registrado en stage3_spss_block_lineage.csv,spss_reference_results.csv,667f82c959c4a59e30e40e1f94ecc7108ed38790f9234b75c4fda83bd6a25fc0,No usado como autoridad de cálculo; validar metadata Stage 02 si se exige trazabilidad PDF,implemented_and_required_by_spss_reference
apoyo_institucional_hogar,apoyo_institucional_hogar,3.2 Violencia en el hogar,apoyo_institucional_hogar,binary_materialized,apoyo_institucional_hogar == 1,dom_victima_hogar == 1,SYSMIS/NULL tratado literalmente por la sintaxis SPSS; R usa na.rm dentro del dominio,dom_victima_hogar,1,Nacional,prevalence,1,logit,Nacional=>logit,,03/08/08b_CRS03_CRS04_3.2*.sps,02SQL/stage3_08*.sql; bloque exacto registrado en stage3_spss_block_lineage.csv,spss_reference_results.csv,667f82c959c4a59e30e40e1f94ecc7108ed38790f9234b75c4fda83bd6a25fc0,No usado como autoridad de cálculo; validar metadata Stage 02 si se exige trazabilidad PDF,implemented_and_required_by_spss_reference
apoyo_institucional_vs,apoyo_institucional_vs,3.1 Características y percepciones,apoyo_institucional_vs,binary_materialized,apoyo_institucional_vs == 1,dom_victima_vs == 1,SYSMIS/NULL tratado literalmente por la sintaxis SPSS; R usa na.rm dentro del dominio,dom_victima_vs,1,Nacional,prevalence,1,logit,Nacional=>logit,,07_CRS04_3.1_Caracteristicas_violencia_Percepciones_ver6.sps,02SQL/stage3_08*.sql; bloque exacto registrado en stage3_spss_block_lineage.csv,spss_reference_results.csv,667f82c959c4a59e30e40e1f94ecc7108ed38790f9234b75c4fda83bd6a25fc0,No usado como autoridad de cálculo; validar metadata Stage 02 si se exige trazabilidad PDF,implemented_and_required_by_spss_reference
ayuda_escuela_abuela,ayuda_escuela_abuela,3.6 Búsqueda de ayuda,ayuda_escuela_abuela,binary_materialized,ayuda_escuela_abuela == 1,dom_busco_escuela == 1,SYSMIS/NULL tratado literalmente por la sintaxis SPSS; R usa na.rm dentro del dominio,dom_busco_escuela,1,Nacional,prevalence,1,logit,Nacional=>logit,,13_CRS04_3.6_BusquedaAyuda*.sps,02SQL/stage3_08*.sql; bloque exacto registrado en stage3_spss_block_lineage.csv,spss_reference_results.csv,667f82c959c4a59e30e40e1f94ecc7108ed38790f9234b75c4fda83bd6a25fc0,No usado como autoridad de cálculo; validar metadata Stage 02 si se exige trazabilidad PDF,implemented_and_required_by_spss_reference
ayuda_escuela_abuelo,ayuda_escuela_abuelo,3.6 Búsqueda de ayuda,ayuda_escuela_abuelo,binary_materialized,ayuda_escuela_abuelo == 1,dom_busco_escuela == 1,SYSMIS/NULL tratado literalmente por la sintaxis SPSS; R usa na.rm dentro del dominio,dom_busco_escuela,1,Nacional,prevalence,1,wald,Nacional=>wald,,13_CRS04_3.6_BusquedaAyuda*.sps,02SQL/stage3_08*.sql; bloque exacto registrado en stage3_spss_block_lineage.csv,spss_reference_results.csv,667f82c959c4a59e30e40e1f94ecc7108ed38790f9234b75c4fda83bd6a25fc0,No usado como autoridad de cálculo; validar metadata Stage 02 si se exige trazabilidad PDF,implemented_and_required_by_spss_reference
ayuda_escuela_aviso_docente,ayuda_escuela_aviso_docente,3.6 Búsqueda de ayuda,ayuda_escuela_aviso_docente,binary_materialized,ayuda_escuela_aviso_docente == 1,dom_recibio_escuela == 1,SYSMIS/NULL tratado literalmente por la sintaxis SPSS; R usa na.rm dentro del dominio,dom_recibio_escuela,1,Nacional,prevalence,1,logit,Nacional=>logit,,13_CRS04_3.6_BusquedaAyuda*.sps,02SQL/stage3_08*.sql; bloque exacto registrado en stage3_spss_block_lineage.csv,spss_reference_results.csv,667f82c959c4a59e30e40e1f94ecc7108ed38790f9234b75c4fda83bd6a25fc0,No usado como autoridad de cálculo; validar metadata Stage 02 si se exige trazabilidad PDF,implemented_and_required_by_spss_reference
ayuda_escuela_car,ayuda_escuela_car,3.6 Búsqueda de ayuda,ayuda_escuela_car,binary_materialized,ayuda_escuela_car == 1,dom_busco_escuela == 1,SYSMIS/NULL tratado literalmente por la sintaxis SPSS; R usa na.rm dentro del dominio,dom_busco_escuela,1,Nacional,prevalence,1,logit,Nacional=>logit,,13_CRS04_3.6_BusquedaAyuda*.sps,02SQL/stage3_08*.sql; bloque exacto registrado en stage3_spss_block_lineage.csv,spss_reference_results.csv,667f82c959c4a59e30e40e1f94ecc7108ed38790f9234b75c4fda83bd6a25fc0,No usado como autoridad de cálculo; validar metadata Stage 02 si se exige trazabilidad PDF,implemented_and_required_by_spss_reference
ayuda_escuela_consejo,ayuda_escuela_consejo,3.6 Búsqueda de ayuda,ayuda_escuela_consejo,binary_materialized,ayuda_escuela_consejo == 1,dom_recibio_escuela == 1,SYSMIS/NULL tratado literalmente por la sintaxis SPSS; R usa na.rm dentro del dominio,dom_recibio_escuela,1,Nacional,prevalence,1,logit,Nacional=>logit,,13_CRS04_3.6_BusquedaAyuda*.sps,02SQL/stage3_08*.sql; bloque exacto registrado en stage3_spss_block_lineage.csv,spss_reference_results.csv,667f82c959c4a59e30e40e1f94ecc7108ed38790f9234b75c4fda83bd6a25fc0,No usado como autoridad de cálculo; validar metadata Stage 02 si se exige trazabilidad PDF,implemented_and_required_by_spss_reference
ayuda_escuela_consuelo,ayuda_escuela_consuelo,3.6 Búsqueda de ayuda,ayuda_escuela_consuelo,binary_materialized,ayuda_escuela_consuelo == 1,dom_recibio_escuela == 1,SYSMIS/NULL tratado literalmente por la sintaxis SPSS; R usa na.rm dentro del dominio,dom_recibio_escuela,1,Nacional,prevalence,1,logit,Nacional=>logit,,13_CRS04_3.6_BusquedaAyuda*.sps,02SQL/stage3_08*.sql; bloque exacto registrado en stage3_spss_block_lineage.csv,spss_reference_results.csv,667f82c959c4a59e30e40e1f94ecc7108ed38790f9234b75c4fda83bd6a25fc0,No usado como autoridad de cálculo; validar metadata Stage 02 si se exige trazabilidad PDF,implemented_and_required_by_spss_reference
ayuda_escuela_escolar_adulto,ayuda_escuela_escolar_adulto,3.6 Búsqueda de ayuda,ayuda_escuela_escolar_adulto,binary_materialized,ayuda_escuela_escolar_adulto == 1,dom_busco_escuela == 1,SYSMIS/NULL tratado literalmente por la sintaxis SPSS; R usa na.rm dentro del dominio,dom_busco_escuela,1,Nacional,prevalence,1,logit,Nacional=>logit,,13_CRS04_3.6_BusquedaAyuda*.sps,02SQL/stage3_08*.sql; bloque exacto registrado en stage3_spss_block_lineage.csv,spss_reference_results.csv,667f82c959c4a59e30e40e1f94ecc7108ed38790f9234b75c4fda83bd6a25fc0,No usado como autoridad de cálculo; validar metadata Stage 02 si se exige trazabilidad PDF,implemented_and_required_by_spss_reference
